用户ID,省份,性别,年龄,注册日期
174438,河南,女,37,2011-6-19
174439,广东,男,28,2011-6-19
174440,湖北,男,21,2011-6-19
174441,福建,男,31,2011-6-19
174445,陕西,男,20,2011-6-19
174446,上海,男,29,2011-6-19
174454,四川,女,42,2011-6-19
174455,云南,女,30,2011-6-19
174456,河南,男,33,2011-6-19
174458,新疆,男,39,2011-6-19
174460,北京,女,27,2011-6-19
174461,陕西,女,29,2011-6-19
174462,新疆,男,21,2011-6-19
174465,上海,女,43,2011-6-19
174466,西藏,男,38,2011-6-19
174469,山东,女,25,2011-6-19
174470,陕西,女,31,2011-6-19
174471,江苏,男,37,2011-6-19
174472,江西,男,33,2011-6-19
174473,江西,女,21,2011-6-19
174474,四川,男,21,2011-6-19
174475,黑龙江,女,28,2011-6-19
174476,上海,男,40,2011-6-19
174478,天津,男,37,2011-6-19
174479,江西,女,27,2011-6-19
174481,广东,女,34,2011-6-19
174483,上海,女,39,2011-6-19
174484,浙江,男,37,2011-6-19
174485,广东,女,43,2011-6-19
174486,海南,女,24,2011-6-19
174487,江西,女,38,2011-6-19
174488,天津,女,27,2011-6-19
174489,西藏,女,20,2011-6-19
174490,云南,男,23,2011-6-19
174491,重庆,女,28,2011-6-19
174492,重庆,女,29,2011-6-19
174494,贵州,男,20,2011-6-19
174495,山东,女,33,2011-6-19
174496,河南,男,20,2011-6-19
174497,辽宁,男,38,2011-6-19
174498,重庆,男,27,2011-6-19
174499,海南,女,28,2011-6-19
174502,湖南,女,37,2011-6-19
174503,陕西,女,20,2011-6-19
174505,黑龙江,女,19,2011-6-19
174506,北京,男,25,2011-6-19
174507,辽宁,女,25,2011-6-19
174509,重庆,女,29,2011-6-19
174511,上海,女,25,2011-6-19
174513,江西,男,41,2011-6-19
174517,辽宁,女,30,2011-6-19
174518,北京,男,21,2011-6-19
174520,新疆,男,25,2011-6-19
174522,湖南,男,35,2011-6-19
174523,湖北,女,26,2011-6-19
174525,重庆,男,23,2011-6-19
174527,天津,女,33,2011-6-19
174529,山西,女,24,2011-6-19
174534,天津,女,38,2011-6-19
174535,山东,男,29,2011-6-19
174536,福建,女,25,2011-6-19
174539,山西,女,38,2011-6-19
174540,重庆,男,19,2011-6-19
174541,云南,男,26,2011-6-19
174542,新疆,男,22,2011-6-19
174543,山东,男,24,2011-6-19
174544,青海,女,38,2011-6-19
174545,江苏,女,21,2011-6-19
174546,辽宁,女,47,2011-6-19
174547,河南,女,18,2011-6-19
174548,安徽,女,18,2011-6-19
174549,河北,男,23,2011-6-19
174552,广东,男,19,2011-6-19
174553,山西,男,27,2011-6-19
174556,广西,男,22,2011-6-19
174557,四川,男,18,2011-6-19
174558,黑龙江,女,28,2011-6-19
174560,湖南,男,20,2011-6-19
174562,上海,女,18,2011-6-19
174563,上海,男,23,2011-6-19
174565,云南,女,19,2011-6-19
174567,海南,女,42,2011-6-19
174568,河南,女,22,2011-6-19
174569,天津,女,42,2011-6-19
174572,重庆,女,21,2011-6-19
174573,广东,女,22,2011-6-19
174574,天津,男,24,2011-6-19
174576,云南,女,25,2011-6-19
174577,江西,男,22,2011-6-19
174578,甘肃,女,24,2011-6-19
174579,河南,女,26,2011-6-19
174581,广东,女,46,2011-6-19
174582,吉林,男,28,2011-6-19
174583,重庆,男,26,2011-6-19
174584,贵州,女,24,2011-6-19
174585,贵州,男,24,2011-6-19
174586,甘肃,女,22,2011-6-19
174587,上海,男,36,2011-6-19
174590,江苏,女,20,2011-6-19
174594,海南,男,36,2011-6-19
174595,海南,男,22,2011-6-19
174599,北京,女,26,2011-6-19
174600,上海,男,22,2011-6-19
174605,西藏,男,27,2011-6-19
174608,天津,男,31,2011-6-19
174609,吉林,男,34,2011-6-19
174610,广东,男,26,2011-6-19
174611,浙江,女,45,2011-6-19
174612,江西,男,30,2011-6-19
174613,陕西,女,40,2011-6-19
174614,上海,女,36,2011-6-19
174622,福建,男,24,2011-6-19
174623,福建,女,28,2011-6-19
174624,上海,男,26,2011-6-19
174626,河南,男,19,2011-6-19
174628,广西,女,46,2011-6-19
174632,江西,女,26,2011-6-19
174633,湖北,男,45,2011-6-19
174634,北京,女,21,2011-6-19
174635,北京,女,34,2011-6-19
174637,甘肃,男,37,2011-6-19
174640,天津,女,21,2011-6-19
174641,贵州,女,47,2011-6-19
174642,陕西,男,31,2011-6-19
174645,河南,女,26,2011-6-19
174646,云南,男,27,2011-6-19
174648,云南,女,29,2011-6-19
174650,浙江,男,19,2011-6-19
174651,北京,男,22,2011-6-19
174652,广西,男,47,2011-6-19
174654,山西,女,31,2011-6-19
174656,山西,男,18,2011-6-19
174657,上海,女,20,2011-6-19
174660,天津,男,26,2011-6-19
174663,湖北,女,23,2011-6-19
174665,天津,女,37,2011-6-19
174668,山东,女,23,2011-6-19
174670,青海,男,26,2011-6-19
174671,安徽,男,41,2011-6-19
174673,北京,男,26,2011-6-19
174675,上海,女,24,2011-6-19
174676,河北,男,23,2011-6-19
174677,宁夏,女,33,2011-6-19
174678,新疆,女,25,2011-6-19
174680,湖南,男,30,2011-6-19
174682,贵州,女,30,2011-6-19
174684,江西,女,33,2011-6-19
174688,湖北,女,26,2011-6-19
174690,贵州,女,43,2011-6-19
174691,新疆,男,19,2011-6-19
174693,重庆,男,19,2011-6-19
174694,陕西,女,22,2011-6-19
174697,江西,男,33,2011-6-19
174699,河北,男,43,2011-6-19
174700,上海,女,30,2011-6-19
174701,西藏,女,41,2011-6-19
174703,上海,男,23,2011-6-19
174704,山西,女,38,2011-6-19
174706,陕西,女,27,2011-6-19
174709,云南,女,33,2011-6-19
174711,宁夏,男,29,2011-6-19
174712,广东,男,35,2011-6-19
174715,上海,女,24,2011-6-19
174718,天津,女,27,2011-6-19
174719,天津,男,24,2011-6-19
174720,上海,男,23,2011-6-19
174724,山西,男,19,2011-6-19
174729,甘肃,女,28,2011-6-19
174731,福建,男,21,2011-6-19
174733,北京,女,18,2011-6-19
174736,四川,女,37,2011-6-19
174737,广东,男,34,2011-6-19
174738,天津,男,21,2011-6-19
174739,海南,男,46,2011-6-19
174740,甘肃,男,22,2011-6-19
174741,广西,女,21,2011-6-19
174742,江苏,男,39,2011-6-19
174743,北京,女,19,2011-6-19
174744,上海,男,27,2011-6-19
174745,江苏,男,41,2011-6-19
174746,广东,女,25,2011-6-19
174747,北京,男,27,2011-6-19
174748,陕西,男,22,2011-6-19
174749,湖北,女,23,2011-6-19
174755,贵州,男,41,2011-6-19
174756,江西,男,22,2011-6-19
174757,山东,男,21,2011-6-19
174758,辽宁,女,31,2011-6-19
174759,辽宁,男,34,2011-6-19
174762,湖南,男,38,2011-6-19
174763,广东,女,23,2011-6-19
174766,河南,女,25,2011-6-19
174768,广东,男,30,2011-6-19
174769,安徽,女,34,2011-6-20
174773,广西,男,25,2011-6-20
174774,安徽,女,18,2011-6-20
174775,重庆,女,26,2011-6-20
174776,北京,男,38,2011-6-20
174777,上海,男,19,2011-6-20
174779,山东,女,36,2011-6-20
174781,山西,女,39,2011-6-20
174784,新疆,男,38,2011-6-20
174788,北京,男,36,2011-6-20
174789,海南,男,29,2011-6-20
174791,河南,男,26,2011-6-20
174792,湖南,女,19,2011-6-20
174793,河南,男,23,2011-6-20
174794,浙江,女,25,2011-6-20
174795,山东,男,23,2011-6-20
174798,甘肃,女,40,2011-6-20
174802,西藏,男,45,2011-6-20
174805,青海,男,33,2011-6-20
174810,湖北,女,37,2011-6-20
174811,海南,男,33,2011-6-20
174812,广西,男,27,2011-6-20
174813,广东,男,27,2011-6-20
174814,青海,女,22,2011-6-20
174815,甘肃,男,46,2011-6-20
174817,云南,男,19,2011-6-20
174819,湖南,女,34,2011-6-20
174823,广东,女,28,2011-6-20
174824,重庆,女,23,2011-6-20
174825,江西,女,20,2011-6-20
174826,吉林,女,46,2011-6-20
174828,浙江,男,25,2011-6-20
174832,云南,女,36,2011-6-20
174835,上海,女,33,2011-6-20
174836,湖北,男,21,2011-6-20
174838,海南,男,37,2011-6-20
174840,新疆,男,19,2011-6-20
174841,湖南,男,23,2011-6-20
174842,山西,男,20,2011-6-20
174843,内蒙古,女,31,2011-6-20
174844,湖北,女,35,2011-6-20
174848,陕西,男,34,2011-6-20
174849,河北,男,20,2011-6-20
174850,吉林,女,26,2011-6-20
174851,重庆,女,42,2011-6-20
174855,上海,女,22,2011-6-20
174857,北京,女,19,2011-6-20
174859,福建,男,34,2011-6-20
174860,青海,男,35,2011-6-20
174861,北京,男,26,2011-6-20
174863,重庆,男,39,2011-6-20
174864,甘肃,男,34,2011-6-20
174865,四川,男,22,2011-6-20
174866,黑龙江,男,38,2011-6-20
174871,新疆,男,20,2011-6-20
174872,北京,男,24,2011-6-20
174874,宁夏,男,23,2011-6-20
174877,广西,男,26,2011-6-20
174878,安徽,女,35,2011-6-20
174879,山东,女,24,2011-6-20
174881,陕西,女,42,2011-6-20
174882,重庆,男,27,2011-6-20
174883,江苏,男,46,2011-6-20
174885,山西,男,30,2011-6-20
174886,广西,女,43,2011-6-20
174887,四川,女,31,2011-6-20
174889,河北,女,23,2011-6-20
174891,山西,男,38,2011-6-20
174892,福建,女,24,2011-6-20
174894,甘肃,男,37,2011-6-20
174895,黑龙江,女,43,2011-6-20
174898,山西,女,22,2011-6-20
174900,新疆,女,25,2011-6-20
174902,贵州,女,18,2011-6-20
174904,江苏,男,30,2011-6-20
174907,重庆,女,24,2011-6-20
174908,江西,女,35,2011-6-20
174909,江西,女,24,2011-6-20
174914,辽宁,女,22,2011-6-20
174915,湖南,男,20,2011-6-20
174916,辽宁,女,28,2011-6-20
174917,贵州,男,18,2011-6-20
174923,天津,女,32,2011-6-20
174924,黑龙江,女,34,2011-6-20
174925,西藏,男,20,2011-6-20
174926,云南,女,34,2011-6-20
174930,上海,女,25,2011-6-20
174932,福建,女,35,2011-6-20
174935,云南,女,18,2011-6-20
174936,上海,女,24,2011-6-20
174938,黑龙江,男,33,2011-6-20
174941,湖南,男,41,2011-6-20
174942,新疆,男,40,2011-6-20
174943,西藏,男,31,2011-6-20
174945,广东,男,18,2011-6-20
174946,天津,男,29,2011-6-20
174948,重庆,男,30,2011-6-20
174949,重庆,男,19,2011-6-20
174953,安徽,女,35,2011-6-20
174955,福建,男,22,2011-6-20
174956,湖南,女,29,2011-6-20
174957,江西,男,25,2011-6-20
174958,广东,女,20,2011-6-20
174959,吉林,女,33,2011-6-20
174962,湖南,男,21,2011-6-20
174964,浙江,女,25,2011-6-20
174965,江苏,女,35,2011-6-20
174966,黑龙江,男,37,2011-6-20
174969,云南,男,33,2011-6-20
174970,广西,女,18,2011-6-20
174973,江苏,女,21,2011-6-20
174976,河北,男,29,2011-6-20
174977,内蒙古,男,26,2011-6-20
174978,黑龙江,女,19,2011-6-20
174979,上海,女,21,2011-6-20
174980,西藏,女,19,2011-6-20
174982,云南,男,24,2011-6-20
174986,重庆,男,26,2011-6-20
174987,陕西,女,37,2011-6-20
174989,黑龙江,男,47,2011-6-20
174990,西藏,女,25,2011-6-20
174991,江苏,女,18,2011-6-20
174992,北京,男,23,2011-6-20
174993,吉林,女,27,2011-6-20
174994,甘肃,男,28,2011-6-20
174995,北京,女,22,2011-6-20
174997,云南,男,21,2011-6-20
174998,河北,女,36,2011-6-20
175001,广东,女,19,2011-6-20
175002,湖南,男,34,2011-6-20
175003,甘肃,女,29,2011-6-20
175004,青海,男,46,2011-6-20
175005,新疆,男,35,2011-6-20
175006,天津,男,24,2011-6-20
175007,新疆,女,39,2011-6-20
175008,上海,女,31,2011-6-20
175009,江苏,女,19,2011-6-20
175011,河南,女,20,2011-6-20
175013,新疆,女,38,2011-6-20
175014,安徽,男,31,2011-6-20
175018,吉林,女,42,2011-6-20
175020,上海,女,37,2011-6-20
175021,北京,女,29,2011-6-20
175023,湖南,男,27,2011-6-20
175024,河南,男,31,2011-6-20
175025,上海,男,22,2011-6-20
175026,青海,女,25,2011-6-20
175027,贵州,男,38,2011-6-20
175030,重庆,女,35,2011-6-20
175031,北京,男,21,2011-6-20
175034,宁夏,男,45,2011-6-20
175035,广东,男,41,2011-6-20
175037,西藏,男,24,2011-6-20
175038,广东,女,28,2011-6-20
175039,北京,女,30,2011-6-20
175040,安徽,男,21,2011-6-20
175044,四川,女,39,2011-6-20
175046,海南,男,38,2011-6-20
175047,吉林,女,26,2011-6-20
175048,北京,女,22,2011-6-20
175051,宁夏,男,38,2011-6-20
175053,福建,男,45,2011-6-20
175055,浙江,男,27,2011-6-20
175057,广东,女,23,2011-6-20
175058,山西,女,28,2011-6-20
175060,重庆,男,24,2011-6-20
175062,宁夏,女,34,2011-6-20
175063,天津,女,34,2011-6-20
175065,安徽,女,24,2011-6-20
175066,吉林,男,28,2011-6-20
175067,新疆,男,28,2011-6-20
175070,福建,男,29,2011-6-20
175071,吉林,男,19,2011-6-20
175072,天津,女,26,2011-6-20
175073,河南,男,45,2011-6-20
175074,甘肃,女,23,2011-6-20
175075,湖南,男,24,2011-6-20
175077,山东,女,34,2011-6-20
175078,广东,女,25,2011-6-20
175079,上海,男,22,2011-6-20
175081,吉林,女,25,2011-6-20
175083,河北,女,30,2011-6-20
175089,浙江,女,45,2011-6-20
175092,吉林,女,26,2011-6-20
175095,广东,男,35,2011-6-20
175097,北京,男,18,2011-6-20
175101,甘肃,女,35,2011-6-20
175102,浙江,男,22,2011-6-20
175103,陕西,女,39,2011-6-20
175105,浙江,男,28,2011-6-20
175106,重庆,女,25,2011-6-20
175107,北京,男,43,2011-6-20
175108,上海,女,22,2011-6-20
175109,广西,男,23,2011-6-20
175110,宁夏,男,27,2011-6-20
175111,新疆,男,18,2011-6-20
175112,内蒙古,女,38,2011-6-20
175113,山西,女,45,2011-6-20
175114,甘肃,男,18,2011-6-20
175115,海南,男,29,2011-6-20
175116,山东,男,24,2011-6-20
175117,广东,女,20,2011-6-20
175119,广西,男,27,2011-6-20
175120,河南,女,19,2011-6-20
175121,陕西,女,26,2011-6-20
175123,甘肃,女,32,2011-6-20
175125,上海,男,23,2011-6-20
175126,江西,男,23,2011-6-20
175128,新疆,女,29,2011-6-20
175131,西藏,女,39,2011-6-20
175135,宁夏,女,22,2011-6-20
175137,江苏,男,25,2011-6-20
175140,上海,男,40,2011-6-20
175141,贵州,女,20,2011-6-20
175142,浙江,女,37,2011-6-20
175146,上海,女,31,2011-6-20
175147,河南,男,18,2011-6-20
175148,西藏,女,32,2011-6-20
175150,河北,女,45,2011-6-20
175151,江西,男,37,2011-6-20
175153,海南,男,21,2011-6-20
175155,广东,女,26,2011-6-20
175156,广东,男,31,2011-6-20
175157,安徽,男,40,2011-6-20
175158,北京,女,18,2011-6-20
175161,重庆,女,19,2011-6-20
175162,黑龙江,男,19,2011-6-20
175163,四川,男,22,2011-6-20
175171,江西,男,35,2011-6-20
175173,陕西,女,25,2011-6-20
175175,河北,男,32,2011-6-20
175176,福建,女,33,2011-6-20
175179,重庆,男,19,2011-6-20
175180,安徽,女,31,2011-6-20
175181,陕西,男,37,2011-6-20
175184,云南,女,22,2011-6-20
175185,山西,女,25,2011-6-20
175191,北京,女,25,2011-6-20
175193,西藏,女,40,2011-6-20
175194,甘肃,男,33,2011-6-20
175198,贵州,男,23,2011-6-20
175199,江西,男,32,2011-6-20
175200,江苏,男,41,2011-6-20
175201,天津,女,20,2011-6-20
175203,重庆,女,22,2011-6-20
175205,湖南,女,32,2011-6-20
175207,海南,男,25,2011-6-20
175208,辽宁,男,37,2011-6-20
175211,上海,女,26,2011-6-20
175213,新疆,女,35,2011-6-20
175214,黑龙江,女,31,2011-6-20
175215,宁夏,女,27,2011-6-20
175216,贵州,女,32,2011-6-20
175220,四川,女,19,2011-6-20
175223,海南,男,25,2011-6-20
175224,湖南,女,24,2011-6-20
175225,湖南,男,18,2011-6-20
175228,湖南,男,24,2011-6-20
175229,安徽,女,23,2011-6-20
175233,江苏,男,21,2011-6-20
175235,内蒙古,男,26,2011-6-20
175238,上海,女,22,2011-6-20
175240,宁夏,男,35,2011-6-20
175241,湖南,男,20,2011-6-20
175242,北京,男,19,2011-6-21
175243,云南,女,26,2011-6-21
175244,贵州,女,25,2011-6-21
175246,湖北,女,25,2011-6-21
175247,江苏,女,35,2011-6-21
175250,上海,男,45,2011-6-21
175251,河南,女,20,2011-6-21
175254,甘肃,男,32,2011-6-21
175256,上海,女,24,2011-6-21
175258,上海,女,28,2011-6-21
175259,上海,女,24,2011-6-21
175260,湖北,男,39,2011-6-21
175261,河南,男,36,2011-6-21
175263,陕西,男,31,2011-6-21
175266,海南,女,39,2011-6-21
175271,江西,女,20,2011-6-21
175273,山西,女,29,2011-6-21
175274,福建,女,26,2011-6-21
175275,湖南,女,22,2011-6-21
175279,内蒙古,女,18,2011-6-21
175280,河南,男,37,2011-6-21
175281,山东,女,38,2011-6-21
175283,吉林,男,28,2011-6-21
175284,四川,男,37,2011-6-21
175285,辽宁,男,28,2011-6-21
175287,安徽,男,25,2011-6-21
175288,西藏,男,42,2011-6-21
175289,辽宁,女,37,2011-6-21
175290,西藏,男,25,2011-6-21
175292,上海,男,34,2011-6-21
175293,河北,男,34,2011-6-21
175296,内蒙古,女,35,2011-6-21
175298,福建,男,20,2011-6-21
175299,上海,男,25,2011-6-21
175301,四川,男,23,2011-6-21
175302,海南,男,36,2011-6-21
175303,西藏,女,22,2011-6-21
175304,黑龙江,女,21,2011-6-21
175306,河南,男,28,2011-6-21
175308,陕西,女,27,2011-6-21
175309,黑龙江,男,28,2011-6-21
175310,山西,男,31,2011-6-21
175312,陕西,女,22,2011-6-21
175313,甘肃,男,33,2011-6-21
175314,甘肃,女,33,2011-6-21
175315,江苏,男,33,2011-6-21
175316,甘肃,女,23,2011-6-21
175317,广东,女,20,2011-6-21
175318,北京,男,24,2011-6-21
175319,上海,女,20,2011-6-21
175325,上海,男,33,2011-6-21
175330,广东,男,33,2011-6-21
175332,海南,男,26,2011-6-21
175333,贵州,男,30,2011-6-21
175337,黑龙江,男,20,2011-6-21
175340,北京,女,35,2011-6-21
175343,西藏,男,26,2011-6-21
175344,湖南,女,34,2011-6-21
175345,山东,女,24,2011-6-21
175346,海南,女,24,2011-6-21
175347,海南,男,32,2011-6-21
175348,山东,女,30,2011-6-21
175349,福建,女,26,2011-6-21
175350,湖南,男,22,2011-6-21
175351,天津,女,33,2011-6-21
175354,西藏,男,32,2011-6-21
175355,新疆,女,28,2011-6-21
175356,甘肃,男,20,2011-6-21
175358,重庆,女,24,2011-6-21
175359,吉林,男,18,2011-6-21
175360,宁夏,女,36,2011-6-21
175361,河南,男,20,2011-6-21
175362,山东,男,36,2011-6-21
175363,江西,女,29,2011-6-21
175364,宁夏,男,37,2011-6-21
175365,湖南,女,36,2011-6-21
175366,山西,女,19,2011-6-21
175367,北京,男,19,2011-6-21
175368,河南,女,34,2011-6-21
175369,福建,女,42,2011-6-21
175370,云南,男,32,2011-6-21
175371,江西,男,36,2011-6-21
175372,四川,女,45,2011-6-21
175374,吉林,男,35,2011-6-21
175375,河北,男,26,2011-6-21
175376,贵州,男,18,2011-6-21
175377,浙江,男,34,2011-6-21
175378,湖南,男,36,2011-6-21
175379,辽宁,男,30,2011-6-21
175383,广东,男,26,2011-6-21
175384,青海,女,27,2011-6-21
175385,河南,女,24,2011-6-21
175386,江西,女,21,2011-6-21
175389,山东,男,43,2011-6-21
175390,甘肃,女,26,2011-6-21
175392,辽宁,女,34,2011-6-21
175395,天津,男,32,2011-6-21
175396,甘肃,女,24,2011-6-21
175398,浙江,男,23,2011-6-21
175399,上海,女,47,2011-6-21
175400,宁夏,女,41,2011-6-21
175401,海南,男,35,2011-6-21
175403,山西,男,37,2011-6-21
175404,浙江,男,18,2011-6-21
175405,上海,男,19,2011-6-21
175406,海南,女,41,2011-6-21
175407,西藏,女,22,2011-6-21
175408,新疆,女,30,2011-6-21
175410,辽宁,女,32,2011-6-21
175411,浙江,女,23,2011-6-21
175412,福建,男,18,2011-6-21
175413,河北,男,28,2011-6-21
175414,河南,男,43,2011-6-21
175416,内蒙古,女,21,2011-6-21
175418,山西,男,27,2011-6-21
175419,甘肃,女,35,2011-6-21
175423,青海,女,38,2011-6-21
175424,河南,男,26,2011-6-21
175427,湖南,男,41,2011-6-21
175428,湖北,男,20,2011-6-21
175429,上海,女,25,2011-6-21
175434,北京,男,19,2011-6-21
175436,河北,女,28,2011-6-21
175437,北京,女,36,2011-6-21
175438,湖北,女,27,2011-6-21
175439,天津,女,35,2011-6-21
175440,甘肃,女,22,2011-6-21
175441,陕西,男,37,2011-6-21
175443,北京,男,30,2011-6-21
175444,河北,女,18,2011-6-21
175445,广东,男,28,2011-6-21
175453,西藏,男,32,2011-6-21
175456,重庆,男,31,2011-6-21
175457,辽宁,男,39,2011-6-21
175458,陕西,男,24,2011-6-21
175459,福建,女,21,2011-6-21
175460,河北,女,42,2011-6-21
175462,甘肃,男,23,2011-6-21
175465,重庆,男,34,2011-6-21
175466,云南,女,43,2011-6-21
175469,云南,女,29,2011-6-21
175472,福建,男,21,2011-6-21
175473,陕西,男,33,2011-6-21
175474,广东,男,46,2011-6-21
175475,湖北,女,47,2011-6-21
175477,黑龙江,男,22,2011-6-21
175478,福建,女,41,2011-6-21
175479,新疆,女,47,2011-6-21
175481,贵州,男,40,2011-6-21
175482,浙江,男,37,2011-6-21
175483,黑龙江,女,46,2011-6-21
175485,浙江,男,18,2011-6-21
175486,黑龙江,女,21,2011-6-21
175490,黑龙江,男,25,2011-6-21
175491,海南,女,21,2011-6-21
175493,内蒙古,女,23,2011-6-21
175495,江苏,女,24,2011-6-21
175496,河北,男,36,2011-6-21
175497,北京,男,26,2011-6-21
175498,广西,男,18,2011-6-21
175499,河南,女,25,2011-6-21
175500,广西,女,19,2011-6-21
175501,北京,男,21,2011-6-21
175502,广西,女,24,2011-6-21
175503,广东,男,38,2011-6-21
175504,四川,女,35,2011-6-21
175505,湖北,男,18,2011-6-21
175508,河南,女,18,2011-6-21
175509,江西,男,26,2011-6-21
175510,天津,男,19,2011-6-21
175511,北京,男,33,2011-6-21
175514,安徽,男,43,2011-6-21
175519,海南,男,18,2011-6-21
175520,黑龙江,女,19,2011-6-21
175521,北京,女,38,2011-6-21
175525,湖北,女,33,2011-6-21
175526,西藏,女,30,2011-6-21
175527,河南,女,37,2011-6-21
175528,黑龙江,男,20,2011-6-21
175529,北京,女,24,2011-6-21
175531,山西,女,18,2011-6-21
175532,山西,女,29,2011-6-21
175534,海南,女,19,2011-6-21
175536,浙江,男,19,2011-6-21
175537,北京,男,30,2011-6-21
175538,北京,男,25,2011-6-21
175539,四川,女,33,2011-6-21
175540,甘肃,女,43,2011-6-21
175541,重庆,女,34,2011-6-21
175542,广西,女,37,2011-6-21
175543,江西,男,26,2011-6-21
175545,江苏,男,37,2011-6-21
175546,福建,女,47,2011-6-21
175547,新疆,女,24,2011-6-21
175549,甘肃,男,31,2011-6-21
175551,上海,女,42,2011-6-21
175552,宁夏,男,29,2011-6-21
175553,海南,男,39,2011-6-21
175561,北京,女,24,2011-6-21
175565,湖北,女,27,2011-6-21
175568,安徽,女,35,2011-6-21
175570,广东,男,47,2011-6-21
175571,天津,男,27,2011-6-21
175574,河北,女,34,2011-6-21
175575,陕西,男,34,2011-6-21
175576,山西,女,41,2011-6-21
175577,上海,男,43,2011-6-21
175578,陕西,女,34,2011-6-21
175579,江西,女,38,2011-6-21
175580,广东,女,29,2011-6-21
175586,吉林,男,25,2011-6-21
175588,广东,女,22,2011-6-21
175589,甘肃,男,36,2011-6-21
175590,福建,男,25,2011-6-21
175591,上海,女,28,2011-6-21
175592,海南,男,33,2011-6-21
175593,湖北,男,27,2011-6-21
175594,重庆,男,35,2011-6-21
175595,重庆,男,22,2011-6-21
175598,陕西,女,21,2011-6-21
175600,天津,男,22,2011-6-21
175601,吉林,女,20,2011-6-21
175606,黑龙江,女,26,2011-6-21
175607,天津,女,28,2011-6-21
175608,湖北,男,25,2011-6-21
175609,天津,男,45,2011-6-21
175610,内蒙古,男,31,2011-6-21
175611,山西,男,46,2011-6-21
175612,陕西,男,30,2011-6-21
175613,内蒙古,男,21,2011-6-21
175615,重庆,男,39,2011-6-21
175616,安徽,女,28,2011-6-21
175620,山西,女,29,2011-6-21
175621,广西,女,26,2011-6-21
175622,上海,女,19,2011-6-21
175623,四川,女,30,2011-6-21
175624,吉林,女,23,2011-6-21
175626,湖南,女,33,2011-6-21
175627,湖南,女,26,2011-6-21
175628,江西,女,45,2011-6-21
175629,广东,男,20,2011-6-21
175630,甘肃,男,26,2011-6-21
175631,上海,女,29,2011-6-21
175632,辽宁,男,28,2011-6-21
175633,安徽,男,20,2011-6-21
175634,上海,男,37,2011-6-21
175636,福建,男,24,2011-6-21
175637,江苏,女,25,2011-6-21
175638,宁夏,女,36,2011-6-21
175639,北京,女,22,2011-6-21
175640,广东,男,24,2011-6-21
175642,广西,女,29,2011-6-21
175644,上海,男,39,2011-6-21
175645,福建,女,25,2011-6-21
175646,广东,女,31,2011-6-21
175647,云南,男,23,2011-6-21
175648,海南,女,21,2011-6-21
175650,山西,女,21,2011-6-21
175651,江苏,女,33,2011-6-21
175652,云南,男,20,2011-6-21
175654,海南,男,18,2011-6-21
175656,新疆,女,42,2011-6-21
175657,重庆,女,33,2011-6-21
175658,广东,女,32,2011-6-21
175660,海南,女,31,2011-6-21
175662,湖南,女,36,2011-6-21
175663,新疆,男,34,2011-6-21
175664,云南,男,45,2011-6-22
175665,贵州,女,21,2011-6-22
175666,陕西,男,38,2011-6-22
175668,湖北,男,32,2011-6-22
175670,四川,女,23,2011-6-22
175674,福建,女,27,2011-6-22
175675,吉林,男,47,2011-6-22
175676,河北,女,33,2011-6-22
175677,湖北,女,40,2011-6-22
175678,北京,男,18,2011-6-22
175679,辽宁,女,34,2011-6-22
175686,广东,男,25,2011-6-22
175687,陕西,女,23,2011-6-22
175688,贵州,男,28,2011-6-22
175689,河南,男,18,2011-6-22
175690,福建,女,21,2011-6-22
175691,四川,男,36,2011-6-22
175693,上海,男,34,2011-6-22
175694,浙江,女,38,2011-6-22
175695,北京,男,27,2011-6-22
175696,湖南,男,46,2011-6-22
175697,北京,女,24,2011-6-22
175700,新疆,男,21,2011-6-22
175702,四川,男,41,2011-6-22
175703,浙江,女,23,2011-6-22
175706,湖北,女,26,2011-6-22
175707,上海,女,22,2011-6-22
175708,浙江,女,41,2011-6-22
175709,北京,男,26,2011-6-22
175711,海南,女,31,2011-6-22
175712,广东,女,40,2011-6-22
175713,云南,男,23,2011-6-22
175714,河南,女,40,2011-6-22
175716,湖南,男,24,2011-6-22
175717,上海,女,30,2011-6-22
175718,天津,男,30,2011-6-22
175720,甘肃,女,20,2011-6-22
175723,福建,女,37,2011-6-22
175725,陕西,女,24,2011-6-22
175726,贵州,男,37,2011-6-22
175727,江苏,女,24,2011-6-22
175731,上海,男,36,2011-6-22
175732,江苏,女,26,2011-6-22
175733,陕西,女,19,2011-6-22
175735,吉林,男,18,2011-6-22
175736,陕西,女,28,2011-6-22
175737,陕西,男,34,2011-6-22
175738,新疆,女,22,2011-6-22
175740,浙江,女,42,2011-6-22
175741,浙江,女,19,2011-6-22
175742,甘肃,男,38,2011-6-22
175743,辽宁,男,27,2011-6-22
175747,新疆,女,21,2011-6-22
175748,广东,女,20,2011-6-22
175749,广东,女,43,2011-6-22
175750,上海,女,19,2011-6-22
175751,内蒙古,男,27,2011-6-22
175752,贵州,女,28,2011-6-22
175754,四川,女,21,2011-6-22
175755,湖南,女,23,2011-6-22
175756,湖北,男,21,2011-6-22
175757,重庆,男,24,2011-6-22
175758,江苏,女,24,2011-6-22
175759,四川,男,30,2011-6-22
175761,湖南,男,39,2011-6-22
175762,青海,女,24,2011-6-22
175763,贵州,女,34,2011-6-22
175765,湖北,女,23,2011-6-22
